 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
   98    0.2013954E-03    0.9025380E+00   -0.1244396E+01
   99    0.1234927E-02    0.5187908E+01   -0.1395140E+00
  100    0.2115186E-04    0.6249690E-01   -0.6751604E+02
  101    0.1147066E-04    0.5537345E+00   -0.9438140E-03
  102    0.1918628E-04    0.1260058E+01   -0.1477257E+00
  103    0.2172169E-04   -0.9308778E-01    0.2727795E+00
  104    0.2549239E-04   -0.1007179E+01   -0.2367892E+01
  105    0.1933498E-04    0.6005254E+00    0.6332243E+00
  106    0.5999410E-04   -0.4170670E+00    0.2804892E+01
  107    0.5320523E-05   -0.2716129E+00   -0.1880812E+01
  108    0.1257869E-05    0.6807848E+00   -0.1873552E-01
  109    0.1112935E-05    0.1594889E+00   -0.3295151E-01
  110    0.9667455E-06    0.3071240E+01   -0.9166892E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2095140E-04    0.1610807-309    0.6618505-310
    1    0.2289678E-04    0.3845563E+01    0.6618505-310
    2    0.1629151E-04    0.1787386E+01    0.5072197E+00
    3    0.2902798E-04    0.2565652E+01   -0.4197899E-01
    4    0.5524295E-03   -0.1820943E+02    0.3330737E+01
    5    0.1897006E-04   -0.1341174E+00   -0.1456445E+03
    6    0.2912662E-04    0.2176419E+01    0.5831640E-03
    7    0.6741114E-05    0.2986883E+00   -0.3835048E+01
    8    0.5096953E-05    0.4206956E+00    0.9236962E-02
    9    0.9775434E-05    0.1228997E+02   -0.6147683E+00
   10    0.8029734E-05   -0.6246227E+00    0.2335465E+02
   11    0.4901627E-05    0.5046455E+00    0.2281122E+00
   12    0.2413972E-04    0.6481838E+01   -0.5880636E+00
   13    0.1450945E-04    0.3934526E+00   -0.2362770E+01
   14    0.2059301E-04   -0.2431999E+01   -0.5318929E+00
   15    0.5729390E-04   -0.1682722E+01   -0.6616678E+01
   16    0.1403878E-04   -0.1565207E+01   -0.2379588E+01
   17    0.8148427E-05    0.4633042E+00    0.9357650E-01
   18    0.4978938E-05    0.2123609E+01   -0.3351877E+00
   19    0.5633743E-04    0.6143987E+01   -0.7570298E+00
   20    0.7818598E-06    0.5823032E-01   -0.9105884E+02
   21    0.5976388E-06    0.9419088E+00   -0.8313419E-03
   22    0.2287587E-06    0.9422292E+00    0.1517672E+00
   23    0.4635297E-07    0.6901921E+00   -0.1245559E+00
   24    0.1071815E-06    0.1450919E+01   -0.2791758E+00
   25    0.5163881E-07    0.3420022E+00   -0.4682445E+00
   26    0.2392205E-07    0.5576853E+00   -0.8665712E-01
   27    0.2757664E-08    0.1409213E+01   -0.3156154E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2156944E-01    0.1489917-308    0.6975637-309
    1    0.1127303E+00    0.6871507E-01    0.6975637-309
    2    0.8947026E-01   -0.2647678E-01    0.8945538E-01
    3    0.3987419E+00    0.1101646E+03   -0.8479304E+00
    4    0.8209773E+00    0.3297213E+01    0.7875962E+01
    5    0.4740597E+00    0.9354075E-01   -0.1150729E+02
    6    0.3480728E+00   -0.6563176E+00   -0.3012599E+00
    7    0.3453697E+01   -0.2303122E+02   -0.2450485E+00
    8    0.5164476E+00   -0.1586291E+00   -0.1703774E+03
    9    0.2628979E+00    0.4972637E+00   -0.2502328E-01
   10    0.1757712E+00    0.4260430E+00   -0.1856849E+00
   11    0.1043060E+01   -0.3833572E+01   -0.2886958E+00
   12    0.4473649E+00   -0.2858261E+00   -0.1610584E+02
   13    0.4148182E+00    0.2486260E+00    0.1525637E+00
   14    0.1138088E+00    0.5356595E+00   -0.6577614E+00
   15    0.1171660E+00    0.8140843E-01   -0.2455854E+00
   16    0.5115240E+00   -0.1955756E+01    0.1222523E+00
   17    0.3992908E+00   -0.8904109E-01   -0.9287526E+01
   18    0.1249310E+00    0.2303523E+00   -0.5619623E+00
   19    0.1938177E+00    0.1121012E+02   -0.1541259E+00
   20    0.5183300E+00   -0.9814303E+00    0.3249154E+02
   21    0.3145394E+00   -0.8685943E+00   -0.2928468E+01
   22    0.4518549E+00    0.1297141E+01   -0.5420576E+00
   23    0.1751979E+00    0.3943512E+00   -0.3598072E+01
   24    0.1403017E+00    0.4519941E+00    0.6209476E-01
   25    0.4720161E+00   -0.1510305E+01   -0.5976298E+00
   26    0.5617024E+00   -0.5981174E+00   -0.6638315E+01
   27    0.3746391E+00   -0.1127333E+00   -0.4280015E+01
   28    0.5133094E-01    0.4212585E+00    0.1630420E+00
   29    0.8036986E-01   -0.4634211E+00    0.3054666E-01
   30    0.9523856E-01   -0.4133588E+00   -0.1620671E+01
   31    0.1330172E+00    0.7242758E+00   -0.5931188E+01
   32    0.1490970E+00   -0.6766298E+00    0.1751509E+01
   33    0.9344551E-01    0.2173999E+00    0.4930415E+00
   34    0.8028524E-01    0.1452809E+01   -0.3272425E+00
   35    0.1871423E+00   -0.1345542E+01    0.1912777E+01
   36    0.7071392E+00    0.1424162E+02   -0.2617875E+01
   37    0.7482661E+00   -0.3177989E+00    0.2633602E+02
   38    0.1194678E+02   -0.8927512E+01   -0.2953473E+00
   39    0.1013594E+02   -0.7211002E-01   -0.3643624E+02
   40    0.1565613E+00    0.2739578E+00   -0.8126642E+00
   41    0.2051951E+00   -0.1431705E+01    0.1018637E-01
   42    0.7927749E+00   -0.2128108E+01   -0.3232545E+01
   43    0.1395241E+01    0.2005573E+01   -0.2942253E+01
   44    0.1401482E+01   -0.2345636E-02   -0.9716751E-01
   45    0.7049808E+00   -0.1629337E+02   -0.1031933E+01
   46    0.4192345E+00    0.2313775E+00    0.4699073E+01
   47    0.1322637E+01    0.2425935E+01   -0.5547689E+00
   48    0.2576204E+03   -0.2271276E+03    0.5919258E+01
   49    0.8001352E+00   -0.1059250E-02   -0.2142508E+06
   50    0.9242608E+00   -0.1007138E+00   -0.9120046E-07
   51    0.5539955E+00   -0.9482657E+00   -0.1563688E+01
   52    0.5577663E+00    0.1157296E-01    0.5314404E-01
   53    0.1763214E+01    0.8381401E+02   -0.1052484E+01
   54    0.4823287E+00   -0.4252740E+00    0.4544342E+03
   55    0.2092646E+01   -0.1452457E+02   -0.1973956E+00
   56    0.2555384E+01   -0.6804643E+00   -0.1981821E+02
   57    0.4672976E+01    0.3580294E+00   -0.7545246E+01
   58    0.4942544E+01    0.3123470E+00    0.6867621E+00
   59    0.2214594E+01    0.7985917E+00   -0.1170015E+01
   60    0.5031613E+00    0.4885506E+00   -0.3033541E+00
   61    0.3209404E+00    0.6459352E+00   -0.1752495E+00
   62    0.2488124E+00    0.7132514E+00   -0.2584412E+00
   63    0.2221253E+00    0.8651630E-01   -0.6576277E-01
   64    0.2227753E+00    0.5509557E+01   -0.7819523E+00
   65    0.4836355E-01    0.7298220E+00   -0.2564889E+01
   66    0.6318773E-01    0.5487791E+00   -0.3485012E+00
   67    0.1150389E+00    0.2204395E+01    0.3885556E+00
   68    0.1593749E+00    0.7561759E-01    0.1049704E+02
   69    0.1610570E+00    0.6691691E+00   -0.5180139E+00
   70    0.5110107E-01   -0.1946611E+00    0.1088187E+01
   71    0.2387431E-01    0.6738511E+00   -0.3273402E+00
   72    0.8695400E-02    0.4574429E+00   -0.2587473E+00
   73    0.7859850E-02    0.3183125E+00   -0.2334239E-01
   74    0.4413429E-02    0.2021824E+01   -0.4580065E+00
   75    0.1500337E-01   -0.1237969E+01    0.3050330E+01
   76    0.1322445E+00    0.9489122E+01   -0.1334431E+01
   77    0.1251457E+00   -0.1327850E+00    0.1155299E+02
   78    0.1084542E-01    0.9263094E+00   -0.8648329E+00
   79    0.1110991E-01   -0.3393519E-01    0.2518621E-01
   80    0.8312771E-01   -0.2019118E+02   -0.1449389E+01
   81    0.4903316E-02    0.5151234E-01    0.3409914E+03
   82    0.1255976E-02    0.5510642E+00   -0.6640402E-03
   83    0.2644425E-02    0.1127043E+01   -0.4784881E+00
   84    0.3176834E-02    0.3080212E+01    0.1188286E+01
   85    0.6552851E-02    0.6055784E+00   -0.2388082E+01
   86    0.1477731E-02   -0.1529012E+00    0.1472479E+01
   87    0.3203931E-02    0.1158564E+01   -0.2338548E+00
   88    0.1265828E-02    0.1864526E+01    0.7392150E+00
   89    0.1485598E-02    0.4448229E+00   -0.2542007E+01
   90    0.1792531E-02   -0.1537017E+00    0.4829517E-01
   91    0.4535134E-03   -0.6942962E+00   -0.3382621E+01
   92    0.4028651E-03    0.1585658E+00   -0.5068134E-01
   93    0.2160148E-03    0.6787816E+00   -0.4385893E+00
   94    0.1355043E-03    0.3649738E+01   -0.7401113E+00
   95    0.2740627E-03   -0.7560287E+00   -0.2683001E+00
   96    0.5419766E-04   -0.5637168E+00   -0.3960745E+01
   97    0.1310858E-04    0.3402912E+00   -0.1967295E+00
   98    0.3050535E-04    0.9957793E+00   -0.3004011E+00
   99    0.9402715E-05    0.5164760E+00   -0.9498580E+00
  100    0.1483935E-04   -0.9761107E+00   -0.4071534E-01
  101    0.1979594E-04    0.2147391E+00   -0.4087011E+01
  102    0.6060229E-04    0.7037708E+00    0.1447372E+01
  103    0.1845064E-04    0.7050898E-01   -0.1332562E+02
  104    0.4183247E-05    0.8256717E+00    0.3577382E-01
  105    0.6867854E-05   -0.5571300E+00   -0.8296871E-01
  106    0.2314942E-05   -0.3225090E+00   -0.5145010E+01
  107    0.2329794E-05    0.4626391E+00   -0.4639975E-01
  108    0.2303030E-05    0.7145026E+00   -0.1212003E+01
  109    0.2285077E-05   -0.1732410E+00    0.1666425E+00
  110    0.2892253E-05    0.5912080E+01   -0.1261284E+01
  111    0.2633389E-05    0.1902943E+00   -0.2471359E+01
  112    0.3453596E-04    0.1612143E+03   -0.6982084E+00
  113    0.6653860E-04   -0.1876300E+00   -0.6895170E+03
  114    0.9964890E-05   -0.6629439E-01   -0.6801348E+01
  115    0.2411915E-05    0.2485081E+00    0.2306987E-01
  116    0.2399716E-05    0.7410661E-02   -0.6353457E-03
  117    0.1827768E-05    0.3138428E+02   -0.9787021E+00
  118    0.4655179E-06    0.8439213E+00   -0.1569807E+02
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2034496E-04    0.1610807-309    0.6618505-310
    1    0.2238781E-04    0.3842952E+01    0.6618505-310
    2    0.1607724E-04    0.1801794E+01    0.5176793E+00
    3    0.3528060E-04    0.2993501E+01   -0.3717264E-01
    4    0.1618583E-03   -0.4068595E+01    0.4771753E+01
    5    0.2063445E-04   -0.5349948E+00   -0.9329680E+01
    6    0.4839102E-03    0.2296919E+02   -0.2193181E-02
    7    0.1200057E-04    0.3731280E-01   -0.5841442E+03
    8    0.1410747E-04   -0.1802278E+00    0.6698140E-04
    9    0.9661135E-04   -0.8779071E+02   -0.1346807E+01
   10    0.1314456E-04   -0.1885104E+00   -0.4435242E+03
   11    0.1138909E-04    0.1918617E+00    0.1139944E-01
   12    0.1696904E-04    0.4342187E+01   -0.7468416E+00
   13    0.2618056E-04    0.3190664E+01    0.3088105E+01
   14    0.2289013E-04    0.1556340E+00   -0.7956043E+00
   15    0.3054358E-04   -0.1471002E+02   -0.8450940E+00
   16    0.1260396E-04    0.5440681E+00   -0.3375488E+01
   17    0.5900548E-05    0.1533746E+01   -0.3300743E+00
   18    0.3473051E-04    0.4993477E+01   -0.2917043E+00
   19    0.3518265E-05    0.1360987E+00   -0.2909767E+02
   20    0.7930568E-06    0.4854836E+00   -0.4672206E-02
   21    0.2067443E-05   -0.2098736E+01   -0.9957566E-01
   22    0.1079778E-05   -0.6995708E+00   -0.6990702E+01
   23    0.1028945E-06    0.6654042E+00   -0.1305768E+00
   24    0.6436504E-07    0.3489029E+00   -0.1608719E-01
   25    0.3300596E-07    0.1955288E+01   -0.4763064E+00
   26    0.9106251E-08    0.5604521E+00    0.1164351E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2086597E-01    0.1489917-308    0.6975637-309
    1    0.1283985E+00    0.7285130E-01    0.6975637-309
    2    0.7295394E-01   -0.5116784E-01    0.2168011E+00
    3    0.3499305E+00    0.4627089E+02   -0.6728670E+00
    4    0.7900863E+00    0.3357258E+01    0.1723792E+01
    5    0.3328170E+00    0.7716449E-01   -0.2056755E+02
    6    0.3119639E+00   -0.4632742E+00   -0.1725275E+00
    7    0.2594409E+01   -0.3237390E+02   -0.2426706E+00
    8    0.6783998E+00   -0.2378285E+00   -0.1567822E+03
    9    0.3587527E+00    0.6257210E+00   -0.6679694E-01
   10    0.2061329E+00    0.3563804E+00   -0.1501215E+00
   11    0.3435571E+00   -0.5240572E+00   -0.1127416E+00
   12    0.3677561E+00   -0.8110250E-01   -0.5248041E+00
   13    0.1616498E+00    0.4165517E+01   -0.1253966E+01
   14    0.5465549E+00   -0.1759810E+01   -0.2347265E+01
   15    0.1067261E+00   -0.4189042E-01   -0.6994095E+02
   16    0.1546072E+00    0.8239740E+00   -0.1194319E-01
   17    0.7137161E-01    0.3507766E+00   -0.2340240E+01
   18    0.1004993E+00   -0.4643859E+00    0.1510353E+00
   19    0.1196288E+00   -0.2227520E+01   -0.1595211E+01
   20    0.2165174E+01    0.1258385E+02   -0.1571088E+01
   21    0.9177543E+00   -0.1307632E+00    0.7949443E+02
   22    0.7525108E+00    0.3389479E+00   -0.3486421E+00
   23    0.1519766E+00   -0.9261297E+00    0.4897132E+00
   24    0.1414314E+00   -0.1034567E+00   -0.1716360E+00
   25    0.2863494E+00    0.2546045E+01   -0.6447723E+00
   26    0.1968333E+00    0.5275100E+00   -0.3062506E+01
   27    0.4173954E+00    0.5494506E+00    0.7405568E+00
   28    0.2208923E+01   -0.1145556E+01   -0.1576518E+01
   29    0.3636004E-01   -0.1545629E-01   -0.9448985E+02
   30    0.5552329E-01   -0.5164785E+00    0.9013590E-04
   31    0.4474981E-01   -0.1558315E+01   -0.2319460E+01
   32    0.7307019E-01   -0.7211046E+00   -0.3182837E+01
   33    0.3697024E-01    0.3060331E+00    0.5426558E+00
   34    0.2034832E+00    0.7194937E+01   -0.3564993E+00
   35    0.1810802E+00    0.5526825E-01   -0.1781264E+01
   36    0.3454636E+01   -0.4303319E+03   -0.8085668E+00
   37    0.4329113E+00   -0.5982076E-01   -0.7719160E+04
   38    0.9492695E+00    0.1021245E+01    0.7159221E-02
   39    0.2319920E+00    0.1142972E+00   -0.7097187E+01
   40    0.2680624E+00   -0.1258829E+00    0.2352425E-01
   41    0.1233779E+00   -0.9300824E+00   -0.2995317E+01
   42    0.1316926E+00   -0.1142461E+01   -0.8524276E+00
   43    0.4263970E+00   -0.1820686E+01   -0.1523568E+01
   44    0.2510317E+01   -0.5868845E+01   -0.2633457E+01
   45    0.3062884E+00   -0.1564750E+00   -0.5104400E+02
   46    0.2987142E+00    0.7478778E-01   -0.1102608E-02
   47    0.3221267E+00   -0.3457995E+01   -0.9968674E+00
   48    0.3129060E+00    0.3628149E-01   -0.8666163E+00
   49    0.5064909E+00    0.5299637E+01   -0.1076115E+01
   50    0.4095201E+00    0.3539633E+00    0.5339984E+01
   51    0.4203355E+00   -0.2031554E-01    0.5300771E-01
   52    0.2578436E+00   -0.1953973E+02   -0.1012987E+01
   53    0.1893807E+00    0.8745513E-01   -0.7162924E+02
   54    0.1137601E+01    0.1092390E+02   -0.1426168E+00
   55    0.5100558E+00   -0.3640523E+00    0.4686414E+02
   56    0.1099479E+01    0.2232648E+01   -0.3030577E+00
   57    0.4088752E+01   -0.2575808E+01    0.1391323E+01
   58    0.2287900E+01   -0.5273741E+00   -0.1506661E+02
   59    0.1020881E+01   -0.8166613E+00   -0.5861614E+00
   60    0.5853539E+00    0.8391129E+00   -0.2843801E+00
   61    0.2736170E+00    0.5417740E+00   -0.7954205E+00
   62    0.2275821E+00    0.7696172E+00   -0.1425748E+00
   63    0.2198510E+00    0.2119511E-01   -0.4418936E-01
   64    0.2630472E+00   -0.1339886E+01   -0.7841327E+00
   65    0.1871115E+00   -0.1157297E+01   -0.1052548E+02
   66    0.5034764E-01    0.7331197E+00    0.3045173E+00
   67    0.8124847E-01    0.5691926E+00   -0.3935153E+00
   68    0.8125246E-01   -0.1120865E-01   -0.2653791E-01
   69    0.1221443E+01    0.8762644E+03   -0.9700357E+00
   70    0.5612639E-01    0.3851770E-01   -0.2221698E+05
   71    0.2337546E-01    0.4956697E+00   -0.2458472E-02
   72    0.9441924E-02    0.4622436E+00   -0.1747206E+00
   73    0.8458320E-02    0.2771046E+00   -0.2128801E-01
   74    0.5850083E-02    0.1907144E+01   -0.5430159E+00
   75    0.6821100E-02    0.2249750E+00    0.1325676E+02
   76    0.1844019E-01   -0.5518701E+00    0.1170702E+01
   77    0.2258691E+00   -0.1802381E+02   -0.3697138E+00
   78    0.5831950E-01    0.1280752E+00    0.1501054E+03
   79    0.8801554E-02    0.4020397E+00   -0.4939744E-01
   80    0.1781008E-01    0.3058594E+01    0.7088312E-01
   81    0.4599906E-02    0.1678152E+00   -0.1227299E+02
   82    0.2120997E-02    0.3825421E+00   -0.6391787E-02
   83    0.3149279E-02    0.2331736E+01   -0.5524639E+00
   84    0.4297964E-02    0.2238523E+01    0.2700225E+01
   85    0.2696206E-02    0.1507191E+00   -0.1150707E+01
   86    0.4456914E-02    0.5488998E+00    0.8449704E+00
   87    0.2218477E-02   -0.5819150E-01    0.8135643E+01
   88    0.3725312E-02    0.1971394E+01   -0.4011334E-01
   89    0.1573143E-02    0.6909656E+00    0.1118041E+01
   90    0.1472476E-02    0.9670497E+00   -0.6643917E+00
   91    0.3389725E-03    0.1146462E+01    0.3507321E+00
   92    0.2614051E-03    0.4104910E+00    0.1278078E+00
   93    0.3664893E-03   -0.3036233E+00    0.2727676E+00
   94    0.1232902E-03   -0.3363051E+01   -0.1380726E+01
   95    0.6392151E-04    0.1052040E+01    0.2916617E+00
   96    0.3740236E-04    0.8989700E-01   -0.1194594E+01
   97    0.3351360E-04    0.9017012E+00    0.3000435E+00
   98    0.7185840E-05    0.3044565E+00   -0.9542889E+00
   99    0.5745612E-05    0.2205785E+00   -0.1576195E-01
  100    0.1204911E-04    0.1226428E+02   -0.6681585E+00
  101    0.2155056E-04   -0.1071464E+01    0.7441939E+01
  102    0.1040734E-04    0.1200952E+01   -0.8628670E+00
  103    0.1263827E-04   -0.2323757E+00    0.2690713E+01
  104    0.5489878E-04   -0.1711824E+01    0.1801362E+00
  105    0.6896789E-05   -0.3289460E+00   -0.8499887E+01
  106    0.6207162E-05    0.1138576E+00    0.2032216E-01
  107    0.5659260E-05    0.2775728E+00   -0.7488293E+00
  108    0.1507252E-05    0.3016040E+00    0.2588999E+01
  109    0.1257145E-05    0.3304198E+00   -0.1407527E-01
  110    0.8954611E-06    0.4009015E+01   -0.6713536E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  1600    1
 ITER   Error Estimate            Alpha             Beta
    0    0.1980187E-04    0.1610807-309    0.6618505-310
    1    0.2194302E-04    0.3837546E+01    0.6618505-310
    2    0.1606469E-04    0.1828360E+01    0.5273824E+00
    3    0.4016381E-04    0.3298963E+01   -0.3553540E-01
    4    0.1173770E-03   -0.2441687E+01    0.6043160E+01
    5    0.1960425E-04   -0.8138643E+00   -0.4005242E+01
    6    0.2053062E-04   -0.5421983E-01    0.7171235E-03
    7    0.9039539E-05   -0.1595330E+02   -0.1089559E+01
    8    0.2207713E-04   -0.1382264E+01    0.2784182E+00
    9    0.7129708E-05   -0.2269946E+00   -0.9452658E+01
   10    0.1219268E-04   -0.3466515E+01    0.9578239E-01
   11    0.8790777E-05    0.2420117E+01   -0.4128923E+01
   12    0.6382695E-05   -0.5134917E+00    0.3320417E+01
   13    0.5156958E-04    0.8872448E+01   -0.4426642E+00
   14    0.2491154E-03   -0.3243176E+01    0.1686418E+01
   15    0.1148092E-04   -0.1457048E+00   -0.3452101E+02
   16    0.4195517E-04   -0.1553278E+01   -0.2306053E-01
   17    0.7137714E-05   -0.1019480E+01   -0.2948323E+01
   18    0.2130362E-04    0.2614185E+01   -0.6275121E-01
   19    0.2862561E-05    0.1903003E+00   -0.9595907E+01
   20    0.1238845E-05    0.1495869E+01    0.1755424E-01
   21    0.1176600E-04    0.6041267E+01    0.6002119E+00
   22    0.1468413E-06    0.1120589E+00   -0.4304731E+02
   23    0.1841463E-06    0.1885744E+01   -0.5971009E-03
   24    0.4857725E-07    0.5355013E+00   -0.1490254E+01
   25    0.2049555E-07    0.5198653E+00    0.3152335E-01
   26    0.5930429E-08    0.7319832E+00   -0.1035975E+00
 Preconditioned BiConjugate Gradient for N, ITOL =  4800    1
 ITER   Error Estimate            Alpha             Beta
    0    0.2025655E-01    0.1489917-308    0.6975637-309
